,Unnamed: 0,Title,Paragraph Text,Page No
66,66,SECTIONS,institute of town planner to be nominate by the president of the institute of town planner in di ad one representative from the council of architecture to be nominate by the president of the council of ar chi tec tu ree a representative from the all council for technical education to be nominate by the chairman of all council of technical a representative of the university grant one expert from the profession of architecture or landscape architecture or urban design and one from urban,6
67,67,SECTIONS,and regional nominate by the council of school of and architect ur eh two representative from senate one h from department of and department of architecture by rotation for a period of two year in order of two person not below the rank of joint secretary to the government of to be nominated by the central government from a mo person deal with technical education and finance or their nominee ex j one person not below the rank of joint secretary to the government of,6
68,68,SECTIONS,to be nominated by the government of ministry of urban the tor of the school member ex l the registrar of the school shall act a a secretary to the board,6
69,69,SECTIONS,term of office of vacancy among and allowance payable to member of board save a otherwise provide in this section a the term of office of the chair person or any other member of the board shall be from the date of his the term of office of an ex member shall continue so long a he hold the office by virtue of which he be a the term of office of a member nominate under clause h of section shall be from the date of nomination or till he hold the office whichever,6
70,70,SECTIONS,be a casual vacancy of a member shall be fill up in accordance with the provision of section the term of office of a member nominate to fill a casual vacancy shall continue for the remainder of the term of the member in whose place he have be nominate the member of the board shall be entitle to such allowance if any from the school as may be specify in the statute for attend meeting of the board or a may be convene by the school but no member other than the member refer to in clause h k and l of subsection of section shall be it led to any salary by reason of this clause,6
71,71,SECTIONS,power and function of board subject to the provision of this act the board of every school shall be responsible for the general superintendence direction and control of the the school and shall have all the power of school not otherwise provide for by this act th es ta tut es and the ordinance and shall have the power to review the act of the without prejudice to the provision of sub section the board of every l shall have the follow power namely a take decision on question of,7
72,72,SECTIONS,policy relate to the administration and work of establish department faculty or school of study and initiate pro gramme or study at the make statute govern the administration management and operation of such scho old appoint person to academic and non academic section of the consider and modify or cancel consider and resolution on the a report the audit account and the budge te stim ates of the school for the next financial year a it think,7
73,73,SECTIONS,fit and submit them to the council together with a statement of it development provide by statute the qualification criterion and process for appointment to teaching and other post in such exercise such other power and perform such other duty a may be or impose dup on it by this act or the the board shall have the power to appoint such c a it necessary for the exercise of it power and the performance of it duty under this the board shall conduct an,7
74,74,SECTIONS,annual review of the performance of the director with specific reference to his leadership in the context of the achievement of the object of the the board shall in exercise of power and discharge of function strive to the extent possible to provide autonomy in academic matter to the senate and department or faculty or school as the case may where in the opinion of the director or the chair person the situation be so emergent that an immediate decision need to be take in the interest of the school the,7
75,75,SECTIONS,chair person on the recommendation of the director may issue such order a m ay be necessary record the ground in his opinion provided that such order shall be submit for ratification of the board in the next meeting,7
76,76,SECTIONS,senate the senate of every school shall consist of the follow person namely a the tor of the school chairman of the senate ex b five person from amongst the educationist of repute or eminent professional who are not in the service of the school nominate by the chair person of the board of a nominee of t he institute of town planner a nominee of the council of ar chi tec tu ree a nominee of all council for technical dean in charge of academic research,7
77,77,SECTIONS,student affair faculty welfare and and development of the s all the head of the department sh all professor other than the head of the department si four member of the teach staff represent associate professor and the of the school by rotation for a period of two that an employee of the school shall not be eligible for the membership refer to b c d and the term of the member of the senate other than ex member shall be two year,7
78,78,SECTIONS,function of senate subject to the provision of this act the statute and the senate of a school shall be the principal academic body of the school and be responsible for the maintenance of standard of instruction education and examination in the school and shall have such other power and perform such other duty a may be or impose upo nit by the without prejudice to the provision of sub section the senate shall have the following pow ers namely a to specify the criterion and,8
79,79,SECTIONS,process for admission to course or pro gramme of study of fe red by the to recommend to the board for creation of teach and other academic of the number and emolument of such post and define the duty and con di ti ons of service of teacher and other academic to recommend to the board for the commencement of new pro gramme and course to specify the broad academic content of pro gramme and course of study and to undertake modification to specify the academic calendar,8
80,80,SECTIONS,and approve grant of degree diploma and other academic distinction or to exercise such other power and discharge such other function a may be assign to it by statute or by the board,8
81,81,SECTIONS,chair person of board the chair person shall ordinarily preside at the meeting of the board and at the convocation of the it shall be the duty of the chair person to ensure that the decision take by the board the chair person shall exercise such other power and perform such other duty a may be assigned to him by this act or the statute,8
82,82,SECTIONS,director the director of a school shall be appoint by the central government with the prior approval of the visitor on such term and condition of service a may be provide by the director shall be the principal academic and executive officer of the school and shall be responsible for the implementation of the decision of the board and senate and day today administration of the the director shall exercise such other power and perform such other duty a may be assigned to him by this act or the,8
83,83,SECTIONS,statute or delegate by the board or the senate or the the director shall submit annual report and audit account to the board,8
84,84,SECTIONS,registrar the registrar of every school shall be appoint on such term and con di ti ons a may be laid down by the statute and shall be the custodian of record the common seal the fund of the school and such other property of the school a the board shall commit to the registrar shall act a the secretary of the board senate and such committee a may by the the registrar shall be responsible to the director for the proper discharge of his the registrar shall exercise such other power and perform such other duty a may be assigned to him by this act or the statute or by the director,9
85,85,SECTIONS,other authority and officer the p ow ers and duty of authority and officer other than those mention above shall be determine by the statute,9
86,86,SECTIONS,review of performance of school every school shall within seven year from the establishment and incorporation of school under this act and thereafter at the expiration of every fifth year constitute with the prior approval of the central government a committee to evaluate and review the performance of the school in achievement of it object in the say the committee c ons ti tu ted under sub section shall consist of member of acknowledged repute in or industry drawn from such field of knowledge a may,9
87,87,SECTIONS,have relevance to teaching learn and research in such the committee shall ass the per for man ce of school and make recommendation to the board in accordance with the provision laid down in statute,9
88,88,SECTIONS,grant by central government for the purpose of enable the school to discharge efficiently under this act the central go may after due appropriation make by parliament by law in this behalf pay to every school in each financial year such sum of money in such manner a it may think fit chapter and audit,9
89,89,SECTIONS,fund of school every school shall maintain a fund to which shall be credit to a all money provide by the central all fee and other charge receive by the all money receive by the school by way of grant gift donation or tra all money receive by the school from of intellectual property arise from research conduct or provision of advisory or service by it an de all money receive by the school in any other manner or from any,9
90,90,SECTIONS,other all money credit to the fund of every school shall be deposit in such bank or such manner a the school may with the approval of the finance committee and the governing body the fund of any school shall be d towards meeting the expense of the expense incur in the exercise of it power and discharge of it duty under this act,9
91,91,SECTIONS,account and audit every school shall maintain proper account and other and re annual statement of account include the balance sheet in such form and accounting standard a may be specify by notification by the central government in consultation with the comptroller and auditor general of where the statement of in come and expenditure and the balance sheet of the school do not comply with the accounting standard the school shall disclose in it statement of income and expenditure and,9
92,92,SECTIONS,balance sheet the follow namely a the deviation from the accounting the reason for such deviation the financial effect if any arise out of such the account of every school shall be audit by the comptroller and auditor general and any expenditure incur by audit team in connection with such audit shall be payable by the school to the comptroller and auditor general of the comptroller and auditor general of and any person appoint by him in connection with the,9
93,93,SECTIONS,audit of the account of the school shall have the same right privilege and authority in connection with such audit a the comptroller and auditor general of have in connection with the audit of the government account and in particular shall have the right to demand the production of book account connect voucher and other document and paper and to inspect the office of the the account of every school a certify by the comptroller and auditor general of or any other person appoint by him in this,9
94,94,SECTIONS,behalf together with the audit report thereon shall be for warded annually to the central government and that government shall cause the same to be laid before each house of parliament in accordance with such procedure a may be laid down by the central government,9
95,95,SECTIONS,pension and provident fund every school may constitute for the benefit of such provident or pension fund or provide such insurance scheme a it may deem fit in such manner and subject to such condition a may be by the where such provident fund or pension fund have be so constitute the central government may declare that the provision of the provident fund act of shall apply to such fund a if it be a government provident fund,10
96,96,SECTIONS,appointment appointment of the staff of every school except that of the director shall be make in accordance with the procedure laid down in the statute by a the board if the appointment be make on the academic staff in the post of assis ta or if the appointment be make on the non academic staff in every cadre the maximum of the pay scale for which prevalent grade pay scale for group a the director in any other case,10
97,97,SECTIONS,statute subject to the provision s of this act the statute may provide for all or any of the following matter namely a the conferment of honorary the formation of department of teach and cent re for the fee to be charge for course of study in the school and for admission to the ex a mina ti ons of degree and diploma of the scho old the institution of fellowship scholarship exhibition medal and prize se the term of office and the method of appointment of officer of the the qua,10
98,98,SECTIONS,li fi ca ti ons of teacher of the the classification the method of appointment and the determination of the term and con di ti ons of service of teacher and other staff of the the constitution of pension insurance and provident fund for the benefit of the officer st each ers and other staff of the the constitution power and duty of the authority of the the establishment and maintenance of hall and the condition of residence of student of th e school and the levy of fee for,10
99,99,SECTIONS,residence in the hall and hostel and of other the allowance to be pa id to the chair person and member of the the authentication of the order and decision of the board the meeting o f the board the senate or any committee the quorum at such meeting sand the procedure to be follow in the conduct of their business,10
100,100,SECTIONS,statute how make the first statute of each school shall be frame by the central government with the al of the visitor and a copy of the same shall be laid a soon a may be before each house of the board may from time to time make new or additional statute or may amend or repeal the statute in the manner provide in this every new statute or addition to the statute or any amendment or repeal of statute shall require the prior approval of the visitor who may grant assent or withhold assent,11
101,101,SECTIONS,or remit it to the board for new statute or a statute amend or repeal an exist statute shall have no validity unless it have be assent to by the visitor provided that the central government with the prior approval of the visitor may frame or amend the statute for the school if the same be require for uniformity and a copy of the same shall be lai das soon a may be before each house of parliament,11
102,102,SECTIONS,ordinance subject to the provision of this act and the statute the ordinance of every school may provide for all or any of the follow matter namely a the admission of the student to the the course of study to be laid down for all degree and diploma of the the condition under which student shall be admit to the degree or diploma course sand to the examination s of the school and shall be eligible for degree and the condition of award of the fellowship scholarship,11
103,103,SECTIONS,exhibition medal and prize se the condition and mode of appointment and duty of examine body examiner and moderato the conduct of the maintenance of discipline among the student of the school any other matter which by this act or the statute be to be or may be provide for by,11
104,104,SECTIONS,ordinance how make save a otherwise provide in this section ordinance shall be made by the all ordinance make by the senate shall have effect from such date a it may direct but every ordinance so make shall be submit a soon a may be to the board and shall b e consider by the board at it next the board shall have power by resolution to modify or cancel any such ordinance and such ordinance shall from the date of such resolution stand modify accordingly or cancel a the case may be,11
105,105,SECTIONS,tribunal of arbitration any dispute arise out of a contract between a school and any of it employee shall at the request of the employee concerned or at the instance of the refer to a tribunal of arbitration consist of one member a by the school one member nominate by the employee and an umpire appoint by the the decision of the tribunal shall be final and shall not be question in any no suit or proceed shall lie in any court in respect of a matter which be,11
106,106,SECTIONS,require by sub section to be refer to the tribunal of the tribunal of arbitration shall have power to regulate it own procedure provided that the tribunal shall have regard to the principle of natural justice while make nothing in any other law for the time be in force relate to arbitration shall apply to ar bit ra ti ons under this section chapter council,11
107,107,SECTIONS,establishment of council for school with effect from such date a the central government may by notification specify in this behalf there shall be establish for all in column of the schedule a central body to be call the the council shall consist of the follow member na mel ya the minister in charge of the ministry or department of the central government control of the technical education ex a two member of the parliament of,12
108,108,SECTIONS,one member to be nominate by the speak er sab ha and one member to be nominate by the chairman of raj ya sab ha ex the secretary to the government of in charge of the ministry or department of the central government have administrative control of the technical education ex a vice chair per sond the chair person of every board ex e the director of every school ex f the chairman university grant commission ex g the president council of architecture new ex,12
109,109,SECTIONS,h the president institute of town planner ex i the chairman in dian institute of architect ex j the president institution of surveyor of ex k two secretary to the government of to rep resent the ministry or department of the central government deal with urban development and defence ex the chairman all council for technical education ex m three person to be nominate by the visitor at least one o f whom shall be a,12
110,110,SECTIONS,special knowledge or practical experience in respect of architecture or landscape architecture or urban design and one from urban and regional ex n two secretary to the state government from amongst the ministry or department of that government deal with technical education where the school be locate ex o financial advisor deal with the ministry of human resource development department of the central government ex one officer not below the rank of joint secretary to the,12
111,111,SECTIONS,government of in the ministry or department of the central government have administrative control of the technical education ex a member the council shall ha a secretariat with official to be appoint by the the council may constitute a stand committee of the school of and architecture council to assist the council in discharge of it duty and responsibility,12
112,112,SECTIONS,term of off ice of vacancy among and allowance payable to member of council a otherwise provide in this section the term of office of a member of the council other thanan ex member shall be three year from the date of the term of office of an ex member shall continue so long a he hold office by virtue of which he be such a the term of office of a member nominate under clause b of sub section of section expire a soon a he cease to be member of the,13
113,113,SECTIONS,house which elect the term of office of a member of the council nominate or elect to fill a casual vacancy shall continue for the remainder of the term of the member in whose place he have be notwithstanding anything contain in this section an outgo member of the council shall unless the central government otherwise continue in office until another person be appointe das a member in his the member of the council shall be entitle to such travel and other allowance a maybe for attend meeting of the council or the committee thereof,13
114,114,SECTIONS,function of council it shall be the general duty of the council to ordinate of all the without prejudice to the provision of sub section the council shall perform the namely a to advise on policy matter relate to the duration of the course the degree and other academic distinction to be by the admission standard and other to recommend to the central government proposal for establishment of new school and,13
115,115,SECTIONS,to deliberate on such matter of common interest to school a may be refer t o it by any scho old to lay down policy regard cadre method of recruitment and condition of service institution of scholarship and levy of fee and other matter of common inter es te to examine the development plan of each school and to approve such of them a are considered necessary and also to indicate broadly the financial implication of such to advise the visitor if so require,13
116,116,SECTIONS,in respect of any function to be perform by him under this act to perform such other function a may be refer to it by the central government provided that nothing in this section shall derogate the power and function in the bo ardor senate or other authority of a school,13
117,117,SECTIONS,chair person of council the chair person of the council shall ordinarily preside at of the council provided that in his absence the vice chair person of the council shall preside at the meeting of the it shall be the duty of the chair person of the council to ensure that the decision take by the council be the chair person shall exercise such other power and perform such other duty a are assigned to him by this the council shall meet once in eve year and follow such procedure in it meeting a maybe,13
118,118,SECTIONS,power to make rule in respect of matter in this chapter the central government may after previous publication by notification make rule to carry out the purpose of this in particular and without prejudice to the generality of the forego power such rule may provide for all or any of the follow matter namely a the manner and the condition for provide provident fund and pension fund or insurance scheme under sub section of section the travel and other allowance for the member for,14
119,119,SECTIONS,attend the meeting of the council or the committee thereof under sub section of section the procedure to be follow in the meeting of t he council under subsection of section every rule make by the central government under this act shall be laid a soon a may be after it be make before each house of parliament while it be in session for a total period of thirty days which may be comprise in one session or in two or more successive session and if before the expiry of the session aforesaid both house,14
120,120,SECTIONS,agree in make any modification in the rule or both ho us es agree that the rule should not be make the rule shall there after have effect only in form or be of no effect a the case may be so however that any such modification or annulment shall be without prejudice to the validity of anything previously do under that rule chapter,14
121,121,SECTIONS,act and proceeding not to be invalidate by vacancy no act of the council or any school or board or senate or any other body set up under this act or the statute shall be invalid merely by reason of a any vacancy or defect in the on thereof orb any defect in the election nomination or appointment of a person act a a member thereof orc any irregularity in it procedure not affect the merit of the case,14
122,122,SECTIONS,return and information to be provide to central government each school shall furnish to the central government such return or other information with respect to it policy a the central government may for the purpose of report ing to p ar li ament or for the making of policy from time to time require,14
123,123,SECTIONS,power to remove difficulty if any difficulty ar is es in give effect to the provision of this act the central government may by order publish in the official gazette make not inconsistent with the provision of this act a may appear to it to be necessary or expedient for remove the difficulty provided that no such order shall be make after the expiry of a period of two year from the date on which this act the assent of the every order make under this section shall a soon a may be after it be make be laid before each house of parliament,14
124,124,SECTIONS,school to be public authority under right to information act the provision of the right to information act of shall apply to each school a if it be a public authority define in clause h of section of the right to information act,14
125,125,SECTIONS,transitional provision notwithstanding anything contain in this acta the board of governor of every school function a such immediately before the commencement of this act shall continue to so function until a new board be constitute for that school under this act but on the constitution of a new board under this act the member of the board hold office before the constitution shall cease to hold every academic council constitute in relation to every school before the commencement of this act shall be,15
126,126,SECTIONS,deem to be the senate constitute under this act until a senate be constitute dunder this act for that school but on the constitution of the new senate under this act of the academic council hold office before such constitution shall cease to the board of govern or finance committee academic council executive council building and work committee and such other committee of every school function a such immediately before the commencement of this act shall continue to so function until a new boar dis,15
127,127,SECTIONS,constitute for the school under this act but on the constitution of a new board under this act the member of the board of governor finance committee academic council building and works committee and such other committee hold office before such constitution shall cease to hold off iced any student who join class of the exist school on or after the academic year or complete the course on or after the academic year shall for the purpose of clause c of sub section of section be deem to,15
128,128,SECTIONS,have pursue a course of study in the exist ing school locate at and only if such student have not already bee na warded degree or diploma for the same course of schedule see section k and sec ti on name of th estate name of the exist ing school location name of school incorporated under this act,15
129,129,SECTIONS,school of and architecture be a society register under the soc ie ti es registration of new school of architecture new,16
130,130,SECTIONS,school of and architecture be a society register under the soc ie ti es registration of school of p ar chi tec tu reb ho pal,16
131,131,SECTIONS,school of and architecture be a society register under the soc ie ti es registration of awa da school of awa da,16
