,Unnamed: 0,Title,Paragraph Text,Page No
134,134,SECTIONS,the biological diversity act section and under which compensation or relief for damage may be permanent temporary total or partial disability or other injury or loss of wage due to total or partial disability or permanent or temporary medical expense incur for treatment of injury or damage to private expense incur by the government or any local authority in provide relief aid and rehabilitation to the,16
135,135,SECTIONS,affected expense incur by the government for any administrative or legal action or to cope with any harm or damage include compensation for environmental degradation and restoration of th equality of environ me nth loss to the government or local authority arise out of or connect with the activity causing any claim on account of any harm damage or destruction to the include milch and and aquatic faun a j claim on account of any harm damage or destruction to flora include aquatic,16
136,136,SECTIONS,flora tree and claim include cost of restoration on account of any harm or damage to environment of soil air water land and loss and destruction of any property other than private pro pert ym loss of business or employment or any other claim arise out of or connect with any activity of handle of section to certain enactment spart to the water prevention and control of pollution act,16
137,137,SECTIONS,of of new section after section the follow sec ti on shall be insert namely appeal to national green tribunal any person aggrieve by a an order or decision of the appellate authority under section make on or after the commencement of the national green tribunal act orb an order pass by the state government under section on or after the commencement of the national green tribunal act orc direction issue under section by a board on or after the commencement,16
138,138,SECTIONS,of the national green tribunal act file an appeal to the national green tribunal establish under section of the national green tribunal act in accordance with the provision of that act part to the water prevention and control of pollution ce act of,16
139,139,SECTIONS,amendment of section in section in sub section for the word shall be final figure and letter shall if no appeal have be file under section be final shall be substituted,18
140,140,SECTIONS,insertion of ne w section after section the follow sec ti on shall be insert namely a p peal to national green tribunal any person aggrieve by an order or decision of the appellate authority make under section on or after the commencement of the national green tribunal act may file an appeal to the national green tribunal establish under section of the national green tribunal act in accordance with the provision of that act part to the forest conservation act of,18
141,141,SECTIONS,of new section after section the follow sec ti on shall be insert namely appeal to national green tribunal any person aggrieve by an order or decision of th estate government or other authority make under section on or after the commencement of the national green tribunal act may file an appeal to the national gree n tribunal established under section of the national green tribunal act in accordance with the provision of tha tact part to the air prevention and l,18
142,142,SECTIONS,of pollution act of of new section after section the follow sec ti on shall be insert namely appeal to national green tri bun al any person aggrieve by an order or decision of the appellate authority under section make on or after the commencement of the national act may file an appeal to the national green tribunal establish under section of the national green tribunal act in accordance with the provision of that act part to the,18
143,143,SECTIONS,environment protection act of of new section after section the follow sec ti on shall be insert namely a p pea l to national green tribunal any person aggrieve by any direction issue under section on or after the commencement of the national green tribunal act may file an appeal to the national green tribunal establish under section of the national green tribunal in accordance with the provision of that act part to the biological diversity act of,18
144,144,SECTIONS,amendment of section in section after the proviso the follow proviso shall be inserted namely provided far that nothing contain in this section shall apply on and from the commencement of the national green tribunal act also that any appeal pending before the high court before the commencement of the national green tribunal act shall continue to be and dispose of by the high court a if the national green tribunal have not be establish u section of the national green tribunal act,19
145,145,SECTIONS,insertion of new section after section the follow sec ti on shall be insert namely al to national green tribunal any person aggrieve by any determination of benefit share or order of the national authority or a state board under this act on or after the commencement of the national green tribunal act may file an appeal to the national green tribunal establish under section of th e national green tribunal act accordance with the provision of that act,19
